UniqueFireIdentifier,IncidentName,FireDiscoveryDateTime,FireCause,DailyAcres,EstimatedCostToDate,FireMgmtComplexity,FireToDate,POOCounty,POOState,POOLandownerKind,IncidentTypeCategory,PredominantFuelGroup,FireDiscoveryYear,FireDiscoveryMonth,key,Residences Threatened,Residences Destroyed,Other Structures Threatened,Other Structures Destroyed,Number Injuries,Number Fatalities,Final Fire Acre Quantity
2019-TXTXS-190106,Blue Hill Tank,2019-07-09 21:24:29+00:00,Natural,148.0,1.0,Type 5 Incident,,Val Verde,US-TX,,WF,,2019,7,2019-07-09TXVAL VERDE,0.0,0.0,0.0,0.0,0.0,0.0,519.25
2016-CASQF-003384,Jacobson,2016-10-21 00:07:00+00:00,Undetermined,1702.0,2336898.0,Type 2 Incident,2016/11/30 15:59:59+00,Tulare,US-CA,Federal,WF,,2016,10,2016-10-21CATULARE,,,,,,,
2015-AKTAD-000382,Kilo,2015-06-20 20:11:35+00:00,Natural,25117.0,0.0,Type 5 Incident,2015/06/27 03:59:59+00,Yukon-Koyukuk,US-AK,Federal,WF,,2015,6,2015-06-20AKYUKON-KOYUKUK,,,,,,,
2016-AKCRS-614418,Cutoff,2016-07-13 22:42:36+00:00,Natural,49.1,440782.0,Type 4 Incident,2016/07/18 08:00:00+00,Valdez-Cordova,US-AK,Private,WF,,2016,7,2016-07-13AKVALDEZ-CORDOVA,,,,,,,
2016-KYKYS-16-3029,Levi Branch,2016-11-01 19:44:59+00:00,Human,250.0,5957.0,Type 5 Incident,2016/11/04 20:00:00+00,Bell,US-KY,,WF,,2016,11,2016-11-01KYBELL,7.0,0.0,0.0,0.0,0.0,0.0,351.0
2016-IDTFD-000265,Paddelford,2016-09-01 00:48:00+00:00,Natural,3469.0,115000.0,Type 4 Incident,2016/09/03 00:30:00+00,Blaine,US-ID,Federal,WF,,2016,9,2016-09-01IDBLAINE,,,,,,,
2016-AKMID-000154,Maverick,2016-05-20 00:07:51+00:00,Human,13.7,0.0,,,Southeast Fairbanks,US-AK,Federal,WF,,2016,5,2016-05-20AKSOUTHEAST FAIRBANKS,,,,,,,
2017-MSMSS-004995,Hwy 8 E,2017-12-11 18:59:59+00:00,,2.0,400.0,Type 5 Incident,2017/12/12 19:15:00+00,Grenada,US-MS,,WF,,2017,12,2017-12-11MSGRENADA,5.0,0.0,4.0,1.0,0.0,0.0,2.0
2016-TNTNS-ETD0008,Cabbage County,2016-04-05 19:44:59+00:00,Human,170.0,500.0,Type 5 Incident,2016/04/08 15:59:59+00,Cocke,US-TN,,WF,,2016,4,2016-04-05TNCOCKE,1.0,0.0,2.0,0.0,0.0,0.0,171.0
2016-CACND-001171,SODA,2016-06-05 00:40:59+00:00,Undetermined,2003.0,500000.0,Type 3 Incident,2016/06/06 00:59:59+00,San Luis Obispo,US-CA,Federal,WF,,2016,6,2016-06-05CASAN LUIS OBISPO,0.0,0.0,0.0,0.0,0.0,0.0,3.3099999999999996
2015-CORGF-000591,Piedrosa Creek,2015-05-28 21:34:07+00:00,Natural,41.0,14500.0,Type 5 Incident,2015/08/20 15:00:00+00,Conejos,US-CO,Federal,WF,,2015,5,2015-05-28COCONEJOS,,,,,,,
2017-OKECU-170197,BUCKHORN,2017-03-19 21:00:00+00:00,Human,110.0,1000.0,Type 4 Incident,2017/03/20 21:00:00+00,Latimer,US-OK,,WF,,2017,3,2017-03-19OKLATIMER,,,,,,,
2016-AKCGF-CGF582,Greyling Lake,2016-08-09 22:37:16+00:00,Human,0.1,0.0,,,Kenai Peninsula,US-AK,Federal,WF,,2016,8,2016-08-09AKKENAI PENINSULA,,,,,,,
2016-KYDBF-016038,Cat,2016-03-22 20:29:00+00:00,Human,142.0,50000.0,Type 4 Incident,2016/03/25 12:00:00+00,Leslie,US-KY,Federal,WF,,2016,3,2016-03-22KYLESLIE,0.0,0.0,0.0,0.0,0.0,0.0,25.0
2015-AKUYD-000183,Seventymile,2015-05-25 00:14:27+00:00,Natural,2902.3,982527.0,Type 5 Incident,2015/07/01 03:59:59+00,Southeast Fairbanks,US-AK,Other,WF,,2015,5,2015-05-25AKSOUTHEAST FAIRBANKS,,,,,,,
2017-AZFYA-000684,Island,2017-06-09 17:35:00+00:00,Human,135.0,300000.0,Type 4 Incident,2017/06/12 14:00:00+00,Imperial,US-CA,Federal,WF,,2017,6,2017-06-09CAIMPERIAL,,,,,,,
2018-OKSEU-180211,South Holly Creek,2018-06-14 13:30:00+00:00,,240.0,5920.0,Type 4 Incident,2018/06/20 18:59:59+00,Pushmataha,US-OK,,WF,,2018,6,2018-06-14OKPUSHMATAHA,,,,,,,
2015-IDPAF-000080,Two Point,2015-07-01 23:20:37+00:00,Natural,2.0,3500.0,Type 5 Incident,2015/07/24 18:00:00+00,Valley,US-ID,Federal,WF,,2015,7,2015-07-01IDVALLEY,0.0,0.0,0.0,0.0,0.0,0.0,4.1
2016-AKGAD-000485,South Fork,2016-07-15 03:23:32+00:00,Natural,2610.0,0.0,Type 5 Incident,2016/07/15 03:30:00+00,Yukon-Koyukuk,US-AK,Federal,WF,,2016,7,2016-07-15AKYUKON-KOYUKUK,,,,,,,
2018-UTMLF-008039,Crandall,2018-04-20 19:44:59+00:00,Human,60.0,75000.0,Type 4 Incident,2018/04/25 21:00:00+00,Emery,US-UT,Federal,WF,,2018,4,2018-04-20UTEMERY,,,,,,,
2016-NCNCS-16-005,County Line Road Fire,2016-03-10 18:59:59+00:00,Human,980.0,8916.0,Type 4 Incident,2016/03/10 18:59:59+00,Scotland,US-NC,,WF,,2016,3,2016-03-10NCSCOTLAND,0.0,0.0,0.0,0.0,0.0,0.0,1938.76
2014-CASQF-002381,NICOLLS,2014-07-11 22:02:00+00:00,Undetermined,1680.0,7000000.0,,,Kern,US-CA,Federal,WF,,2014,7,2014-07-11CAKERN,,,,,,,
2015-OKANA-015068,STONEY,2015-12-03 21:08:59+00:00,Human,4.0,860.0,Type 5 Incident,2015/12/03 21:14:59+00,Comanche,US-OK,Federal,WF,,2015,12,2015-12-03OKCOMANCHE,,,,,,,
2018-ORUPF-000198,SNOW SHOE,2018-07-15 18:04:00+00:00,Natural,3816.0,6234085.0,Type 1 Incident,2018/08/15 00:00:00+00,Jackson,US-OR,Federal,WF,,2018,7,2018-07-15ORJACKSON,461.0,1.0,555.0,1.0,30.0,0.0,28098.119999999984
2017-NCNCF-170237,COXES CREEK #7,2017-12-18 21:00:00+00:00,Human,158.0,40000.0,Type 4 Incident,2017/12/27 05:15:00+00,McDowell,US-NC,,WF,,2017,12,2017-12-18NCMCDOWELL,,,,,,,
2017-KYLBF-170036,Fenton,2017-03-02 17:06:00+00:00,Natural,121.0,45000.0,Type 4 Incident,2017/03/22 18:00:00+00,Trigg,US-KY,Federal,WF,,2017,3,2017-03-02KYTRIGG,,,,,,,
2019-OKCNA-000277,COUNTY LINE,2019-03-17 21:00:00+00:00,Human,135.6,25000.0,Type 4 Incident,2019/03/24 17:00:00+00,Mayes,US-OK,,WF,,2019,3,2019-03-17OKMAYES,,,,,,,
2017-ORMHF-000505,Rim,2017-09-03 21:29:00+00:00,Human,237.0,875000.0,Type 3 Incident,2017/09/21 03:59:59+00,Wasco,US-OR,Federal,WF,,2017,9,2017-09-03ORWASCO,,,,,,,
2020-AKGAD-000139,Nageethluk River 1,2020-06-01 05:44:00+00:00,Natural,890.7,0.0,Type 5 Incident,2020/06/12 03:59:59+00,Kusilvak,US-AK,Federal,WF,Grass-Shrub,2020,6,2020-06-01AKKUSILVAK,,,,,,,
2019-ALALF-000190,OK 701 G,2019-10-02 20:00:00+00:00,Human,681.0,12000.0,Type 4 Incident,2019/10/03 15:59:59+00,Hale,US-AL,,WF,,2019,10,2019-10-02ALHALE,,,,,,,
2019-AKSWS-904198,Kipchuk River,2019-06-09 00:45:41+00:00,Natural,330.2,169.0,Type 5 Incident,2019/06/21 02:15:00+00,Bethel,US-AK,Other,WF,,2019,6,2019-06-09AKBETHEL,,,,,,,
2016-OKECU-RX1604,STONEY BROWN,2016-01-28 19:30:00+00:00,Human,80.0,3500.0,Type 4 Incident,2016/01/28 19:30:00+00,Le Flore,US-OK,,WF,,2016,1,2016-01-28OKLE FLORE,,,,,,,
2020-OKOKS-100041,Atoka WMA,2020-03-06 22:30:00+00:00,Human,905.0,1668.0,Type 4 Incident,2020/03/08 00:14:59+00,Atoka,US-OK,Other,WF,,2020,3,2020-03-06OKATOKA,,,,,,,
2018-OR973S-000727,Eli Creek,2018-08-17 01:56:00+00:00,Natural,3500.0,300000.0,Type 3 Incident,2018/08/18 14:00:00+00,Umatilla,US-OR,,WF,,2018,8,2018-08-17ORUMATILLA,,,,,,,
2019-MOMTF-000152,Wet Fork,2019-04-22 20:35:00+00:00,Human,103.41,5000.0,Type 4 Incident,2019/04/25 20:00:00+00,Wayne,US-MO,Federal,WF,,2019,4,2019-04-22MOWAYNE,,,,,,,
2019-FLFLS-160164,CLOVERLEAF (28),2019-03-13 18:59:59+00:00,Human,1.0,737.0,Type 5 Incident,2019/03/14 21:00:00+00,Highlands,US-FL,,WF,,2019,3,2019-03-13FLHIGHLANDS,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2017-MIMIS-170136,Garden Corner,2017-05-12 21:35:00+00:00,Undetermined,0.2,600.0,Type 4 Incident,2017/05/12 21:35:00+00,Delta,US-MI,,WF,,2017,5,2017-05-12MIDELTA,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020-FLFLS-000258,HWY 77-2,2020-04-17 20:00:00+00:00,Human,102.0,4060.25,Type 5 Incident,2020/04/18 20:00:00+00,Bay,US-FL,,WF,,2020,4,2020-04-17FLBAY,0.0,0.0,0.0,0.0,0.0,0.0,102.0
2018-MNRLA-000033,RL 029 UNIT 4,2018-04-14 15:00:00+00:00,Unknown,2411.0,10000.0,Type 4 Incident,2018/04/14 21:59:59+00,Clearwater,US-MN,Federal,WF,,2018,4,2018-04-14MNCLEARWATER,,,,,,,
2017-OKSEU-170096,Crawfish Fire,2017-02-12 18:00:00+00:00,Human,250.0,3500.0,Type 4 Incident,2017/02/14 12:59:59+00,McCurtain,US-OK,,WF,,2017,2,2017-02-12OKMCCURTAIN,,,,,,,
2014-WASPD-000591,Watermelon Hill,2014-07-19 20:45:00+00:00,Undetermined,10552.0,1300000.0,,,Spokane,US-WA,,WF,,2014,7,2014-07-19WASPOKANE,,,,,,,
2018-CAMMU-008764,Nees,2018-05-02 23:00:00+00:00,Unknown,1756.0,500000.0,Type 3 Incident,2018/05/04 12:59:59+00,Merced,US-CA,,WF,,2018,5,2018-05-02CAMERCED,0.0,0.0,0.0,0.0,0.0,0.0,1756.11
2019-OKOKS-400018,Gage Fire,2019-11-26 20:00:00+00:00,Unknown,8275.0,93100.0,Type 4 Incident,2019/11/27 21:59:59+00,Ellis,US-OK,,WF,,2019,11,2019-11-26OKELLIS,,,,,,,
2014-WAMSF-000152,Scrabble Mountain,2014-08-02 18:59:59+00:00,Natural,0.2,200.0,,,Snohomish,US-WA,Federal,WF,,2014,8,2014-08-02WASNOHOMISH,,,,,,,
2018-OKECU-180108,HERMIT,2018-03-15 18:59:59+00:00,,130.0,1000.0,Type 4 Incident,2018/03/16 02:55:00+00,Pittsburg,US-OK,,WF,,2018,3,2018-03-15OKPITTSBURG,,,,,,,
2018-ORVAD-000135,Big Grassy,2018-07-24 22:43:00+00:00,Natural,5313.4,100000.0,Type 4 Incident,2018/07/27 06:00:00+00,Malheur,US-OR,Federal,WF,,2018,7,2018-07-24ORMALHEUR,,,,,,,
2017-FLFLS-100001,Break 5,2017-01-01 21:30:00+00:00,Undetermined,101.0,0.0,Type 5 Incident,2017/01/06 12:59:59+00,Volusia,US-FL,,WF,,2017,1,2017-01-01FLVOLUSIA,0.0,0.0,0.0,0.0,0.0,0.0,101.0
2015-AKUYD-000745,Weshrinarin Creek,2015-07-13 23:22:08+00:00,Natural,7.0,1734.0,Type 5 Incident,2015/07/14 03:59:59+00,Southeast Fairbanks,US-AK,Federal,WF,,2015,7,2015-07-13AKSOUTHEAST FAIRBANKS,,,,,,,
2016-AZA3S-000692,LONGVIEW,2016-06-06 21:30:00+00:00,Human,1010.0,80000.0,Type 3 Incident,2016/06/07 12:59:59+00,Santa Cruz,US-AZ,,WF,,2016,6,2016-06-06AZSANTA CRUZ,,,,,,,
2018-IDNCF-000776,Bear Creek,2018-09-18 14:41:16+00:00,Natural,296.0,5000.0,Type 4 Incident,2018/10/25 15:00:00+00,Idaho,US-ID,Federal,WF,,2018,9,2018-09-18IDIDAHO,,,,,,,
2020-WYMRF-200564,LAKE CREEK,2020-08-11 21:52:00+00:00,Natural,770.0,500000.0,Type 4 Incident,2020/08/15 21:59:59+00,Converse,US-WY,Federal,WF,Grass-Shrub,2020,8,2020-08-11WYCONVERSE,,,,,,,
2018-ORPRD-000806,LONG HOLLOW 0806 RN,2018-07-26 23:44:00+00:00,Human,33458.0,2227000.0,Type 4 Incident,2018/08/11 21:59:59+00,Wasco,US-OR,,WF,,2018,7,2018-07-26ORWASCO,,,,,,,
2018-MNMNA-000004,Rush Lake Fire,2018-04-25 20:45:00+00:00,Unknown,104.0,30000.0,Type 4 Incident,2018/04/25 21:00:00+00,Becker,US-MN,Federal,WF,,2018,4,2018-04-25MNBECKER,0.0,0.0,0.0,0.0,0.0,0.0,109.0
2015-OKOMA-015036,LAMAR CASTLE,2015-02-15 02:31:00+00:00,Human,700.0,7000.0,,,Hughes,US-OK,,WF,,2015,2,2015-02-15OKHUGHES,,,,,,,
2016-COARF-000712,Sand Creek,2016-08-07 22:18:00+00:00,Human,711.05,0.0,Type 5 Incident,2016/08/07 22:30:00+00,Weld,US-CO,Federal,WF,,2016,8,2016-08-07COWELD,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-FLFLS-020292,ROAD 8,2020-05-02 17:55:59+00:00,Human,139.0,18600.0,Type 4 Incident,2020/05/27 11:00:00+00,Walton,US-FL,Other,WF,,2020,5,2020-05-02FLWALTON,0.0,0.0,0.0,0.0,0.0,0.0,139.0
2021-OKOKS-300068,Twin Ponds #1,2021-03-07 18:00:00+00:00,Human,220.0,6000.0,Type 4 Incident,2021/03/14 15:00:00+00,Delaware,US-OK,Other,WF,,2021,3,2021-03-07OKDELAWARE,,,,,,,
2014-KYKYS-14-3058,Bull Creek,2014-11-20 19:44:59+00:00,Human,165.0,4251.14,,,Knox,US-KY,,WF,,2014,11,2014-11-20KYKNOX,0.0,0.0,0.0,0.0,0.0,0.0,185.0
2015-MOMTF-150045,CAMP 5 POND,2015-02-15 20:15:00+00:00,Undetermined,110.0,5000.0,,,Oregon,US-MO,Federal,WF,,2015,2,2015-02-15MOOREGON,,,,,,,
2017-OKNEU-170025,Workman Mt,2017-01-29 20:29:59+00:00,Human,145.0,7000.0,Type 4 Incident,2017/02/01 14:00:00+00,Adair,US-OK,,WF,,2017,1,2017-01-29OKADAIR,,,,,,,
2018-FLFLS-2018-18-01,AIRPORT/Context Rd. ( 13 ),2018-03-28 05:45:00+00:00,Unknown,1037.0,2638.0,Type 5 Incident,2018/04/01 12:00:00+00,Miami-Dade,US-FL,,WF,,2018,3,2018-03-28FLMIAMI-DADE,0.0,0.0,0.0,0.0,0.0,0.0,517.0
2015-FLFLS-2015020252,Oak Avenue,2015-05-23 18:14:59+00:00,Undetermined,1.0,0.0,Type 5 Incident,2015/05/27 15:00:00+00,Walton,US-FL,,WF,,2015,5,2015-05-23FLWALTON,10.0,0.0,0.0,1.0,0.0,0.0,2.0
2018-UTTDAQ-000127,Hag 1,2018-05-10 17:18:14+00:00,Human,1400.0,5000.0,Type 4 Incident,2018/05/11 21:59:59+00,Box Elder,US-UT,,WF,,2018,5,2018-05-10UTBOX ELDER,,,,,,,
2015-OKMIA-015008,ROBINSON,2015-02-08 19:44:59+00:00,Human,1.0,1000.0,,,Ottawa,US-OK,,WF,,2015,2,2015-02-08OKOTTAWA,,,,,,,
2020-MTLG40-200319,WHISTLE CREEK,2020-07-29 23:39:00+00:00,Unknown,143.0,25000.0,Type 3 Incident,2020/07/30 14:00:00+00,Sweet Grass,US-MT,Private,WF,Grass,2020,7,2020-07-29MTSWEET GRASS,0.0,0.0,6.0,0.0,0.0,0.0,183.0
2016-TXTXS-008007,8007,2016-02-08 22:50:00+00:00,Human,100.0,0.0,Type 5 Incident,2016/02/08 23:00:00+00,Hardin,US-TX,Private,WF,,2016,2,2016-02-08TXHARDIN,0.0,0.0,0.0,0.0,0.0,0.0,116.65
2020-MTFHA-000071,HORSE SHOE,2020-07-28 20:03:00+00:00,Human,140.0,190000.0,Type 4 Incident,2020/08/10 23:00:00+00,Sanders,US-MT,Federal,WF,Grass-Shrub,2020,7,2020-07-28MTSANDERS,,,,,,,
2017-CAKRN-026078,Quail Complex,2017-07-06 19:38:59+00:00,,1626.0,0.0,Type 4 Incident,2017/07/06 19:40:00+00,Kern,US-CA,,WF,,2017,7,2017-07-06CAKERN,,,,,,,
2018-AKMID-000368,D Creek 2,2018-07-24 22:57:08+00:00,Human,0.5,0.0,,,Southeast Fairbanks,US-AK,Federal,WF,,2018,7,2018-07-24AKSOUTHEAST FAIRBANKS,,,,,,,
2017-ORWSA-000031,DRY HOLLOW,2017-07-06 21:59:59+00:00,,96.0,95000.0,Type 5 Incident,2017/09/01 23:00:00+00,Jefferson,US-OR,Federal,WF,,2017,7,2017-07-06ORJEFFERSON,,,,,,,
2016-WYSHF-000267,LAVA MOUNTAIN,2016-07-12 00:59:00+00:00,Natural,14651.0,19810000.0,Type 4 Incident,2016/10/04 16:30:00+00,Fremont,US-WY,Federal,WF,,2016,7,2016-07-12WYFREMONT,,,,,,,
2015-IDNCF-000849,Wart,2015-08-14 15:07:00+00:00,Natural,8.0,5000.0,Type 4 Incident,2015/08/16 15:59:59+00,Idaho,US-ID,Federal,WF,,2015,8,2015-08-14IDIDAHO,0.0,0.0,0.0,0.0,0.0,0.0,4204.0
2018-WYWBD-000400,ZIMMERMAN,2018-07-28 21:04:59+00:00,Unknown,3857.0,23000.0,Type 4 Incident,2018/07/30 23:29:59+00,Washakie,US-WY,Federal,WF,,2018,7,2018-07-28WYWASHAKIE,5.0,0.0,0.0,0.0,0.0,0.0,3857.0
2016-FLSJR-2016016,BILLBOARD,2016-05-30 18:00:00+00:00,Natural,0.1,1000.0,Type 5 Incident,2016/05/30 23:00:00+00,Brevard,US-FL,,WF,,2016,5,2016-05-30FLBREVARD,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-OKOKS-000511,Cimarron,2018-03-14 18:53:59+00:00,Undetermined,10.0,128000.0,Type 4 Incident,2018/03/15 21:00:00+00,Harper,US-OK,,WF,,2018,3,2018-03-14OKHARPER,,,,,,,
2019-ARPRI-0035D8,Old Evening Shade Fire,2019-03-22 20:15:00+00:00,Human,12.0,271.0,Type 5 Incident,2019/03/22 20:15:00+00,Sharp,US-AR,,WF,,2019,3,2019-03-22ARSHARP,,,,,,,
2016-GAGAS-101117,Irwin Mill,2016-11-16 20:15:00+00:00,Undetermined,107.0,6000.0,Type 2 Incident,2016/11/18 05:00:00+00,Bartow,US-GA,,WF,,2016,11,2016-11-16GABARTOW,,,,,,,
2015-ORUMF-000945,Butte Creek,2015-08-14 18:11:00+00:00,Undetermined,80212.5,19238610.0,,,Columbia,US-WA,Federal,WF,,2015,8,2015-08-14WACOLUMBIA,,,,,,,
2016-OKECU-160218,Sand Ridge,2016-11-17 18:00:00+00:00,Human,280.0,950.0,Type 4 Incident,2016/11/18 00:00:00+00,Haskell,US-OK,,WF,,2016,11,2016-11-17OKHASKELL,,,,,,,
2017-AZA3S-005404,ROACH,2017-07-08 02:41:00+00:00,Human,335.0,1000000.0,Type 5 Incident,2017/07/13 00:59:59+00,Pinal,US-AZ,,WF,,2017,7,2017-07-08AZPINAL,,,,,,,
2017-OKOKS-170024,Territory Fire,2017-03-06 21:30:00+00:00,Human,500.0,14000.0,Type 3 Incident,2017/03/07 21:59:59+00,Stephens,US-OK,,WF,,2017,3,2017-03-06OKSTEPHENS,,,,,,,
2016-TNTNS-100050,OLD MOUNTAIN ROAD,2016-11-17 21:14:59+00:00,Human,230.0,1000.0,Type 5 Incident,2016/11/17 21:14:59+00,Grainger,US-TN,,WF,,2016,11,2016-11-17TNGRAINGER,10.0,0.0,7.0,0.0,0.0,0.0,294.0
2017-NVHTF-170280,POTOSI,2017-07-07 01:53:00+00:00,Natural,420.0,750000.0,Type 4 Incident,2017/07/15 15:00:00+00,Clark,US-NV,Federal,WF,,2017,7,2017-07-07NVCLARK,,,,,,,
2017-FLFLS-180204,Campfire,2017-05-20 16:15:00+00:00,,21000.0,2823.0,Type 4 Incident,2017/05/25 23:00:00+00,Broward,US-FL,,WF,,2017,5,2017-05-20FLBROWARD,0.0,0.0,0.0,0.0,0.0,0.0,23500.0
2014-ORRSF-140678,Camp Creek Complex,2014-08-03 06:00:00+00:00,Natural,292.0,0.0,,,Jackson,US-OR,,WF,,2014,8,2014-08-03ORJACKSON,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2019-IDIFD-000191,Flat Top,2019-09-06 06:03:00+00:00,Natural,10022.0,65000.0,Type 4 Incident,2019/09/07 00:59:59+00,Power,US-ID,,WF,,2019,9,2019-09-06IDPOWER,,,,,,,
2015-LAKIF-1500018,Black MT RD.,2015-03-31 18:00:00+00:00,Human,111.0,10000.0,,,Winn,US-LA,,WF,,2015,3,2015-03-31LAWINN,,,,,,,
2014-WAOWF-000828,TUMWATER,2014-09-14 06:01:59+00:00,Human,21.0,175000.0,,,Chelan,US-WA,,WF,,2014,9,2014-09-14WACHELAN,,,,,,,
2019-OKOMA-000314,COACHMAN,2019-03-19 23:51:00+00:00,Human,256.7,10000.0,Type 4 Incident,2019/03/20 21:59:59+00,Seminole,US-OK,,WF,,2019,3,2019-03-19OKSEMINOLE,,,,,,,
2015-AKTAD-000580,Lloyd,2015-06-23 21:34:02+00:00,Natural,66267.9,602744.0,Type 4 Incident,2015/08/15 03:59:59+00,Yukon-Koyukuk,US-AK,Other,WF,,2015,6,2015-06-23AKYUKON-KOYUKUK,,,,,,,
2017-NCNCS-170021,Mary C Road,2017-03-16 20:10:00+00:00,Undetermined,200.0,10000.0,Type 5 Incident,2017/03/16 20:10:00+00,Robeson,US-NC,,WF,,2017,3,2017-03-16NCROBESON,1.0,0.0,3.0,0.0,0.0,0.0,211.43
2016-OKCNA-016042,LADY BLUE,2016-02-20 17:19:59+00:00,Human,3.0,1300.0,Type 5 Incident,2016/02/20 17:29:59+00,Adair,US-OK,Other,WF,,2016,2,2016-02-20OKADAIR,,,,,,,
2015-IDNCF-000332,Ditch 2,2015-07-10 23:04:23+00:00,Natural,40.0,2500.0,,,Idaho,US-ID,Federal,WF,,2015,7,2015-07-10IDIDAHO,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2018-IDSCF-018156,Weasel,2018-08-03 01:44:00+00:00,Natural,420.0,4500.0,Type 2 Incident,2018/08/05 02:00:00+00,Lemhi,US-ID,Federal,WF,,2018,8,2018-08-03IDLEMHI,,,,,,,
2018-AZKNF-000806,STINA,2018-07-27 01:31:00+00:00,Natural,2600.0,1002000.0,Type 3 Incident,2018/10/11 16:15:00+00,Coconino,US-AZ,Federal,WF,,2018,7,2018-07-27AZCOCONINO,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2014-TXAHR-00H8BJ,WF Middleton 2014,2014-07-13 18:59:59+00:00,Natural,400.0,30000.0,,,Jefferson,US-TX,Federal,WF,,2014,7,2014-07-13TXJEFFERSON,,,,,,,
2015-AKUYD-000726,Tajittro Creek,2015-07-10 01:45:04+00:00,Natural,10.0,1734.0,Type 5 Incident,2015/07/10 03:59:59+00,Yukon-Koyukuk,US-AK,Other,WF,,2015,7,2015-07-10AKYUKON-KOYUKUK,,,,,,,
2017-WAWFS-000001,Joe Barker Rd Fire,2017-06-19 23:00:00+00:00,,518.0,1000.0,Type 4 Incident,2017/06/20 03:14:59+00,Walla Walla,US-WA,,WF,,2017,6,2017-06-19WAWALLA WALLA,,,,,,,
2017-FLFLS-080232,North Co. Line,2017-04-15 16:44:59+00:00,,2.0,0.0,Type 5 Incident,2017/04/17 11:00:00+00,Levy,US-FL,,WF,,2017,4,2017-04-15FLLEVY,2.0,0.0,0.0,1.0,0.0,0.0,2.0
2015-TXTXS-002013,Cox Ranch,2015-08-15 20:25:00+00:00,Natural,432.8,0.0,Type 5 Incident,2015/08/20 12:00:00+00,Crockett,US-TX,Private,WF,,2015,8,2015-08-15TXCROCKETT,1.0,0.0,0.0,0.0,0.0,0.0,441.8
2015-AKSWS-504413,Pauls Creek,2015-06-21 03:19:01+00:00,Natural,2518.6,61770.0,Type 5 Incident,2015/07/24 18:00:00+00,Bristol Bay,US-AK,Other,WF,,2015,6,2015-06-21AKBRISTOL BAY,,,,,,,
2019-NVWID-020253,Cottonwood Creek,2019-08-08 00:51:00+00:00,Natural,37.9,20000.0,Type 4 Incident,2019/08/08 00:59:59+00,Washoe,US-NV,,WF,,2019,8,2019-08-08NVWASHOE,0.0,0.0,0.0,0.0,0.0,0.0,5.1
2015-AKGAD-000667,Poorman Creek,2015-06-27 04:44:50+00:00,Natural,16869.2,0.0,Type 5 Incident,2015/07/03 01:44:59+00,Yukon-Koyukuk,US-AK,Other,WF,,2015,6,2015-06-27AKYUKON-KOYUKUK,,,,,,,
2015-KYKYS-15-0312,Magnum Hunter Fire,2015-11-15 05:15:00+00:00,Human,432.0,13503.0,Type 5 Incident,2015/11/15 05:15:00+00,Harlan,US-KY,,WF,,2015,11,2015-11-15KYHARLAN,1.0,0.0,5.0,0.0,0.0,0.0,457.0
2016-ALALS-2016110445,Cyclops,2016-11-05 02:42:00+00:00,Human,1308.0,10000.0,Type 4 Incident,2016/11/17 20:10:00+00,Walker,US-AL,,WF,,2016,11,2016-11-05ALWALKER,1.0,0.0,0.0,0.0,0.0,0.0,0.1
2021-KSLNX-000195,1400 and Julinn Road,2021-03-04 22:08:00+00:00,Human,300.0,9600.0,Type 4 Incident,2021/03/04 22:15:00+00,Linn,US-KS,Private,WF,,2021,3,2021-03-04KSLINN,,,,,,,
2020-IDPAF-000570,Woodhead,2020-09-07 20:34:00+00:00,Human,96614.0,11230000.0,Type 4 Incident,2020/10/22 21:00:00+00,Washington,US-ID,Other,WF,,2020,9,2020-09-07IDWASHINGTON,,,,,,,
2016-OR952S-016069,069 Gillman Flat,2016-06-09 18:40:00+00:00,Natural,107.0,45000.0,Type 4 Incident,2016/06/09 18:59:59+00,Grant,US-OR,Federal,WF,,2016,6,2016-06-09ORGRANT,0.0,0.0,4.0,0.0,0.0,0.0,107.0
2014-UTSLD-000502,Flats,2014-07-20 21:04:00+00:00,Natural,124.0,28000.0,,,Tooele,US-UT,Federal,WF,,2014,7,2014-07-20UTTOOELE,0.0,0.0,0.0,0.0,0.0,0.0,1140.8
2016-AZSCA-001220,Triplets,2016-08-16 01:50:00+00:00,Natural,1774.0,3000.0,Type 5 Incident,2016/08/18 23:00:00+00,Graham,US-AZ,Federal,WF,,2016,8,2016-08-16AZGRAHAM,,,,,,,
2015-IDNCF-000786,Upper Twin,2015-08-12 18:10:00+00:00,Natural,36.0,100.0,Type 3 Incident,2015/08/26 14:00:00+00,Clearwater,US-ID,Federal,WF,,2015,8,2015-08-12IDCLEARWATER,,,,,,,
2017-KSLVX-000139,246th St,2017-02-16 20:25:00+00:00,Human,200.0,4200.0,Type 4 Incident,2017/02/16 20:29:59+00,Leavenworth,US-KS,,WF,,2017,2,2017-02-16KSLEAVENWORTH,0.0,0.0,0.0,0.0,1.0,0.0,42.1
